2*10**8 0 54418-4186
2*10**8.5 0 48139-4186
2*10**8 0 54418-4186
2*10**8.5 0 54418-4186
2*10**8 0 46046-4186
2*10**8 0 83720-4186
2*10**8 0 56511-4186
2*10**8 0 56511-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
2*10**9.5 0 14651-4186
2*10**8.5 0 33069-4186
2*10**8.5 0 54418-4186
2*10**8 0 54418-4186
1*10**8 0 71162-4186
1*10**8 0 54418-4186
1*10**8 0 62790-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 48139-4186
1*10**8 0 54418-4186
1*10**8.5 0 54418-4186
1*10**8 0 46046-4186
1*10**8 0 83720-4186
1*10**8 0 56511-4186
1*10**8 0 56511-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**9.5 0 14651-4186
1*10**8.5 0 33069-4186
1*10**8.5 0 54418-4186
1*10**8 0 54418-4186
1*10**8 0 71162-4186
1*10**8 0 54418-4186
1*10**8 0 62790-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 48139-4186
1*10**8 0 54418-4186
1*10**8.5 0 54418-4186
1*10**8 0 46046-4186
1*10**8 0 83720-4186
1*10**8 0 56511-4186
1*10**8 0 56511-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**9.5 0 14651-4186
1*10**8.5 0 33069-4186
1*10**8.5 0 54418-4186
1*10**8 0 54418-4186
